Row,NumGoodAlgos
scenario1871,0
scenario1872,0
scenario1873,0
scenario1874,0
scenario1875,0
scenario1876,0
scenario1877,1
scenario1878,0
scenario1879,0
scenario1880,1
scenario1881,0
scenario1882,0
scenario1883,0
scenario1884,0
scenario1885,0
scenario1886,0
scenario1887,0
scenario1888,1
scenario1889,1
scenario1890,0
scenario1891,0
scenario1892,1
scenario1893,0
scenario1894,0
scenario1895,0
scenario1896,0
scenario1897,0
scenario1898,0
scenario1899,0
scenario1900,0
scenario1901,0
scenario1902,1
scenario1903,1
scenario1904,1
scenario1905,0
scenario1906,0
scenario1907,0
scenario1908,1
scenario1909,0
scenario1910,0
scenario1911,0
scenario1912,0
scenario1913,0
scenario1914,0
scenario1915,1
scenario1916,0
scenario1917,0
scenario1918,0
scenario1919,0
scenario1920,1
scenario1921,0
scenario1922,1
scenario1923,1
scenario1924,1
scenario1925,0
scenario1926,1
scenario1927,1
scenario1928,0
scenario1929,0
scenario1930,1
scenario1931,1
scenario1932,1
scenario1933,0
scenario1934,1
scenario1935,1
scenario1936,0
scenario1937,1
scenario1938,1
scenario1939,0
scenario1940,0
scenario1941,1
scenario1942,1
scenario1943,1
scenario1944,1
scenario1945,1
scenario1946,0
scenario1947,0
scenario1948,0
scenario1949,1
scenario1950,1
scenario1951,0
scenario1952,1
scenario1953,1
scenario1954,1
scenario1955,1
scenario1956,1
scenario1957,1
scenario1958,1
scenario1959,1
scenario1960,1
scenario1961,0
scenario1962,1
scenario1963,1
scenario1964,0
scenario1965,1
scenario1966,1
scenario1967,0
scenario1968,1
scenario1969,1
scenario1970,1
scenario1971,0
scenario1972,0
scenario1973,0
scenario1974,1
scenario1975,1
scenario1976,1
scenario1977,1
scenario1978,1
scenario1979,1
scenario1980,1
scenario1981,0
scenario1982,1
scenario1983,1
scenario1984,0
scenario1985,1
scenario1986,1
scenario1987,0
scenario1988,1
scenario1989,1
scenario1990,0
scenario1991,0
scenario1992,0
scenario1993,0
scenario1994,1
scenario1995,1
scenario1996,1
scenario1997,1
scenario1998,1
scenario1999,1
scenario2000,1
scenario2001,1
scenario2002,1
scenario2003,1
scenario2004,1
scenario2005,0
scenario2006,0
scenario2007,0
scenario2008,0
scenario2009,0
scenario2010,0
scenario2011,0
scenario2012,1
scenario2013,0
scenario2014,1
scenario2015,0
scenario2016,0
scenario2017,0
scenario2018,1
scenario2019,0
scenario2020,1
scenario2021,1
scenario2022,0
scenario2023,0
scenario2024,1
scenario2025,1
scenario2026,0
scenario2027,0
scenario2028,0
scenario2029,0
scenario2030,1
scenario2031,0
scenario2032,0
scenario2033,1
scenario2034,0
scenario2035,1
scenario2036,0
scenario2037,1
scenario2038,0
scenario2039,0
scenario2040,0
scenario2041,0
scenario2042,0
scenario2043,0
scenario2044,0
scenario2045,0
scenario2046,0
scenario2047,0
scenario2048,0
scenario2049,1
scenario2050,0
scenario2051,0
scenario2052,0
scenario2053,1
scenario2054,1
scenario2055,0
scenario2056,1
scenario2057,1
scenario2058,0
scenario2059,0
scenario2060,0
scenario2061,1
scenario2062,1
scenario2063,1
scenario2064,1
scenario2065,1
scenario2066,1
scenario2067,1
scenario2068,0
scenario2069,1
scenario2070,0
scenario2071,1
scenario2072,1
scenario2073,1
scenario2074,0
scenario2075,1
scenario2076,1
scenario2077,0
scenario2078,1
scenario2079,1
scenario2080,1
scenario2081,1
scenario2082,1
scenario2083,0
scenario2084,1
scenario2085,1
scenario2086,1
scenario2087,1
scenario2088,1
scenario2089,0
scenario2090,1
scenario2091,1
scenario2092,1
scenario2093,0
scenario2094,1
scenario2095,1
scenario2096,1
scenario2097,1
scenario2098,1
scenario2099,0
scenario2100,1
scenario2101,0
scenario2102,1
scenario2103,1
scenario2104,0
scenario2105,1
scenario2106,0
scenario2107,0
scenario2108,0
scenario2109,1
scenario2110,1
scenario2111,0
scenario2112,1
scenario2113,1
scenario2114,0
scenario2115,0
scenario2116,1
scenario2117,1
scenario2118,1
scenario2119,0
scenario2120,1
scenario2121,1
scenario2122,1
scenario2123,1
scenario2124,1
scenario2125,0
scenario2126,0
scenario2127,1
scenario2128,1
scenario2129,1
scenario2130,1
scenario2131,1
scenario2132,1
scenario2133,0
scenario2134,1
scenario2135,1
scenario2136,1
scenario2137,1
scenario2138,1
scenario2139,1
scenario2140,1
scenario2141,1
scenario2142,1
scenario2143,1
scenario2144,0
scenario2145,0
scenario2146,0
scenario2147,0
scenario2148,0
scenario2149,0
scenario2150,0
scenario2151,0
scenario2152,0
scenario2153,0
scenario2154,0
scenario2155,0
scenario2156,0
scenario2157,0
scenario2158,0
scenario2159,0
scenario2160,0
scenario2161,0
scenario2162,1
scenario2163,0
scenario2164,1
scenario2165,1
scenario2166,0
scenario2167,0
scenario2168,1
scenario2169,0
scenario2170,1
scenario2171,1
scenario2172,1
scenario2173,1
scenario2174,0
scenario2175,1
scenario2176,0
scenario2177,1
scenario2178,1
scenario2179,0
scenario2180,1
scenario2181,1
scenario2182,0
scenario2183,1
scenario2184,0
scenario2185,0
scenario2186,0
scenario2187,1
scenario2188,0
scenario2189,0
scenario2190,1
scenario2191,0
scenario2192,0
scenario2193,1
scenario2194,1
scenario2195,1
scenario2196,1
scenario2197,0
scenario2198,1
scenario2199,1
scenario2200,0
scenario2201,1
scenario2202,1
scenario2203,1
scenario2204,1
scenario2205,1
scenario2206,1
scenario2207,0
scenario2208,1
scenario2209,1
scenario2210,0
scenario2211,0
scenario2212,0
scenario2213,1
scenario2214,1
scenario2215,1
scenario2216,1
scenario2217,0
scenario2218,1
scenario2219,1
scenario2220,1
scenario2221,1
scenario2222,0
scenario2223,0
scenario2224,1
scenario2225,1
scenario2226,1
scenario2227,1
scenario2228,0
scenario2229,1
scenario2230,1
scenario2231,0
scenario2232,0
scenario2233,0
scenario2234,0
scenario2235,0
scenario2236,0
scenario2237,0
scenario2238,0
scenario2239,0
scenario2240,1
scenario2241,0
scenario2242,1
scenario2243,1
scenario2244,0
scenario2245,1
scenario2246,1
scenario2247,1
scenario2248,1
scenario2249,1
scenario2250,0
scenario2251,0
scenario2252,0
scenario2253,1
scenario2254,1
scenario2255,0
scenario2256,1
scenario2257,1
scenario2258,0
scenario2259,0
scenario2260,1
scenario2261,1
scenario2262,1
scenario2263,1
scenario2264,0
scenario2265,1
scenario2266,1
scenario2267,1
scenario2268,0
scenario2269,1
scenario2270,1
scenario2271,1
scenario2272,1
scenario2273,1
scenario2274,0
scenario2275,1
scenario2276,1
scenario2277,1
scenario2278,0
scenario2279,1
scenario2280,1
scenario2281,1
scenario2282,0
scenario2283,0
scenario2284,1
scenario2285,1
scenario2286,1
scenario2287,0
scenario2288,1
scenario2289,1
scenario2290,1
scenario2291,1
scenario2292,1
scenario2293,1
scenario2294,1
scenario2295,1
scenario2296,1
scenario2297,1
scenario2298,1
scenario2299,1
scenario2300,1
scenario2301,1
scenario2302,0
scenario2303,1
scenario2304,0
scenario2305,0
scenario2306,0
scenario2307,0
scenario2308,0
scenario2309,0
scenario2310,0
scenario2311,0
scenario2312,0
scenario2313,0
scenario2314,0
scenario2315,0
scenario2316,0
scenario2317,0
scenario2318,0
scenario2319,0
scenario2320,0
scenario2321,1
scenario2322,1
scenario2323,0
scenario2324,1
scenario2325,0
scenario2326,1
scenario2327,0
scenario2328,0
scenario2329,1
scenario2330,1
scenario2331,1
scenario2332,0
scenario2333,0
scenario2334,1
scenario2335,1
scenario2336,1
scenario2337,1
scenario2338,1
scenario2339,0
scenario2340,1
scenario2341,0
scenario2342,0
scenario2343,0
scenario2344,1
scenario2345,0
scenario2346,0
scenario2347,1
scenario2348,0
scenario2349,0
scenario2350,0
scenario2351,1
scenario2352,0
scenario2353,1
scenario2354,0
scenario2355,1
scenario2356,0
scenario2357,0
scenario2358,0
scenario2359,0
scenario2360,0
scenario2361,0
scenario2362,0
scenario2363,0
scenario2364,0
scenario2365,0
scenario2366,0
scenario2367,0
scenario2368,0
scenario2369,0
scenario2370,0
scenario2371,0
scenario2372,0
scenario2373,0
scenario2374,1
scenario2375,0
scenario2376,0
scenario2377,0
scenario2378,1
scenario2379,1
scenario2380,1
scenario2381,0
scenario2382,0
scenario2383,1
scenario2384,1
scenario2385,0
scenario2386,1
scenario2387,1
scenario2388,1
scenario2389,1
scenario2390,1
scenario2391,1
scenario2392,1
scenario2393,1
scenario2394,1
scenario2395,0
scenario2396,1
scenario2397,0
scenario2398,0
scenario2399,0
scenario2400,0
scenario2401,0
scenario2402,1
scenario2403,0
scenario2404,1
scenario2405,0
scenario2406,0
scenario2407,0
scenario2408,0
scenario2409,1
scenario2410,1
scenario2411,0
scenario2412,1
scenario2413,0
scenario2414,0
scenario2415,0
scenario2416,1
scenario2417,1
scenario2418,0
scenario2419,0
scenario2420,0
scenario2421,0
scenario2422,1
scenario2423,0
scenario2424,1
scenario2425,1
scenario2426,1
scenario2427,1
scenario2428,0
scenario2429,1
scenario2430,1
scenario2431,1
scenario2432,1
scenario2433,1
scenario2434,1
scenario2435,1
scenario2436,1
scenario2437,0
scenario2438,1
scenario2439,1
scenario2440,0
scenario2441,1
scenario2442,1
scenario2443,0
scenario2444,0
scenario2445,1
scenario2446,1
scenario2447,1
scenario2448,0
scenario2449,1
scenario2450,0
scenario2451,1
scenario2452,1
scenario2453,0
scenario2454,1
scenario2455,1
scenario2456,0
scenario2457,1
scenario2458,0
scenario2459,1
scenario2460,1
scenario2461,0
scenario2462,0
scenario2463,1
scenario2464,0
scenario2465,0
scenario2466,0
scenario2467,0
scenario2468,0
scenario2469,0
scenario2470,1
scenario2471,1
scenario2472,1
scenario2473,1
scenario2474,1
scenario2475,1
scenario2476,0
scenario2477,0
scenario2478,0
scenario2479,1
scenario2480,0
scenario2481,1
scenario2482,1
scenario2483,0
scenario2484,0
scenario2485,0
scenario2486,1
scenario2487,0
scenario2488,0
scenario2489,1
scenario2490,1
scenario2491,0
scenario2492,1
scenario2493,0
scenario2494,0
scenario2495,1
scenario2496,1
scenario2497,1
scenario2498,1
scenario2499,1
scenario2500,1
scenario2501,1
scenario2502,1
scenario2503,1
scenario2504,1
scenario2505,1
scenario2506,0
scenario2507,0
scenario2508,0
scenario2509,0
scenario2510,0
scenario2511,0
scenario2512,0
scenario2513,0
scenario2514,0
scenario2515,0
scenario2516,0
scenario2517,0
scenario2518,0
scenario2519,0
scenario2520,0
scenario2521,0
scenario2522,0
scenario2523,0
scenario2524,0
scenario2525,0
scenario2526,0
scenario2527,0
scenario2528,0
scenario2529,0
scenario2530,0
scenario2531,0
scenario2532,0
scenario2533,0
scenario2534,0
scenario2535,0
scenario2536,0
scenario2537,0
scenario2538,0
scenario2539,0
scenario2540,0
scenario2541,0
scenario2542,0
scenario2543,0
scenario2544,0
scenario2545,0
scenario2546,0
scenario2547,0
scenario2548,0
scenario2549,0
scenario2550,0
scenario2551,0
scenario2552,0
scenario2553,0
scenario2554,0
scenario2555,0
scenario2556,1
scenario2557,0
scenario2558,0
scenario2559,1
scenario2560,0
scenario2561,0
scenario2562,0
scenario2563,1
scenario2564,1
scenario2565,1
scenario2566,0
scenario2567,1
scenario2568,1
scenario2569,1
scenario2570,1
scenario2571,1
scenario2572,1
scenario2573,1
scenario2574,0
scenario2575,0
scenario2576,1
scenario2577,1
scenario2578,1
scenario2579,1
scenario2580,1
scenario2581,1
scenario2582,0
scenario2583,0
scenario2584,1
scenario2585,1
scenario2586,1
scenario2587,0
scenario2588,1
scenario2589,1
scenario2590,1
scenario2591,0
scenario2592,0
scenario2593,1
scenario2594,1
scenario2595,1
scenario2596,1
scenario2597,1
scenario2598,0
scenario2599,1
scenario2600,1
scenario2601,1
scenario2602,1
scenario2603,1
scenario2604,1
scenario2605,1
scenario2606,1
scenario2607,1
scenario2608,1
scenario2609,1
scenario2610,1
scenario2611,1
scenario2612,0
scenario2613,0
scenario2614,0
scenario2615,0
scenario2616,0
scenario2617,0
scenario2618,0
scenario2619,1
scenario2620,0
scenario2621,1
scenario2622,0
scenario2623,0
scenario2624,0
scenario2625,0
scenario2626,0
scenario2627,0
scenario2628,0
scenario2629,0
scenario2630,0
scenario2631,1
scenario2632,1
scenario2633,0
scenario2634,0
scenario2635,0
scenario2636,0
scenario2637,0
scenario2638,0
scenario2639,0
scenario2640,0
scenario2641,0
scenario2642,0
scenario2643,0
scenario2644,0
scenario2645,1
scenario2646,0
scenario2647,0
scenario2648,0
scenario2649,0
scenario2650,0
scenario2651,0
scenario2652,0
scenario2653,0
scenario2654,1
scenario2655,1
scenario2656,0
scenario2657,0
scenario2658,0
scenario2659,0
scenario2660,0
scenario2661,0
scenario2662,0
scenario2663,0
scenario2664,1
scenario2665,0
scenario2666,1
scenario2667,0
scenario2668,1
scenario2669,0
scenario2670,0
scenario2671,0
scenario2672,0
scenario2673,1
scenario2674,1
scenario2675,0
scenario2676,0
scenario2677,0
scenario2678,0
scenario2679,0
scenario2680,0
scenario2681,0
scenario2682,0
scenario2683,1
scenario2684,1
scenario2685,1
scenario2686,1
scenario2687,0
scenario2688,0
scenario2689,0
scenario2690,1
scenario2691,1
scenario2692,0
scenario2693,0
scenario2694,0
scenario2695,1
scenario2696,0
scenario2697,0
scenario2698,0
scenario2699,0
scenario2700,0
scenario2701,0
scenario2702,0
scenario2703,0
scenario2704,0
scenario2705,0
scenario2706,0
scenario2707,1
scenario2708,0
scenario2709,0
scenario2710,0
scenario2711,0
scenario2712,0
scenario2713,0
scenario2714,1
scenario2715,0
scenario2716,0
scenario2717,0
scenario2718,0
scenario2719,0
scenario2720,0
scenario2721,0
scenario2722,0
scenario2723,0
scenario2724,0
scenario2725,1
scenario2726,0
scenario2727,0
scenario2728,0
scenario2729,0
scenario2730,0
scenario2731,0
scenario2732,0
scenario2733,0
scenario2734,0
scenario2735,0
scenario2736,1
scenario2737,0
scenario2738,1
scenario2739,0
scenario2740,0
scenario2741,1
scenario2742,0
scenario2743,0
scenario2744,0
scenario2745,0
scenario2746,0
scenario2747,0
scenario2748,0
scenario2749,0
scenario2750,0
scenario2751,0
scenario2752,0
scenario2753,0
scenario2754,0
scenario2755,0
scenario2756,0
scenario2757,1
scenario2758,1
scenario2759,0
scenario2760,1
scenario2761,1
scenario2762,1
scenario2763,0
scenario2764,0
scenario2765,0
scenario2766,0
scenario2767,0
scenario2768,0
scenario2769,1
scenario2770,0
scenario2771,0
scenario2772,0
scenario2773,0
scenario2774,0
scenario2775,0
scenario2776,0
scenario2777,0
scenario2778,0
scenario2779,0
scenario2780,1
scenario2781,1
scenario2782,0
scenario2783,0
scenario2784,0
scenario2785,1
scenario2786,0
scenario2787,0
scenario2788,0
scenario2789,0
scenario2790,0
scenario2791,0
scenario2792,0
scenario2793,0
scenario2794,0
scenario2795,0
scenario2796,0
scenario2797,0
scenario2798,0
scenario2799,0
scenario2800,0
scenario2801,0
scenario2802,0
scenario2803,0
scenario2804,0
scenario2805,0
scenario2806,0
scenario2807,1
scenario2808,1
scenario2809,0
scenario2810,0
scenario2811,0
scenario2812,1
scenario2813,0
scenario2814,0
scenario2815,0
scenario2816,0
scenario2817,0
scenario2818,0
scenario2819,0
scenario2820,0
scenario2821,0
scenario2822,1
scenario2823,0
scenario2824,0
scenario2825,1
scenario2826,0
scenario2827,1
scenario2828,0
scenario2829,0
scenario2830,0
scenario2831,0
scenario2832,0
scenario2833,0
scenario2834,0
scenario2835,1
scenario2836,0
scenario2837,0
scenario2838,0
scenario2839,0
scenario2840,0
scenario2841,0
scenario2842,0
scenario2843,0
scenario2844,1
scenario2845,0
scenario2846,0
scenario2847,0
scenario2848,0
scenario2849,0
scenario2850,0
scenario2851,0
scenario2852,0
scenario2853,0
scenario2854,1
scenario2855,0
scenario2856,1
scenario2857,0
scenario2858,0
scenario2859,0
scenario2860,0
scenario2861,0
scenario2862,0
scenario2863,0
scenario2864,0
scenario2865,0
scenario2866,1
scenario2867,1
scenario2868,0
scenario2869,0
scenario2870,0
scenario2871,0
scenario2872,0
scenario2873,1
scenario2874,0
scenario2875,1
scenario2876,0
scenario2877,0
scenario2878,0
scenario2879,0
scenario2880,0
scenario2881,0
scenario2882,0
scenario2883,1
scenario2884,1
scenario2885,0
scenario2886,0
scenario2887,0
scenario2888,1
scenario2889,0
scenario2890,1
scenario2891,0
scenario2892,0
scenario2893,0
scenario2894,0
scenario2895,0
scenario2896,0
scenario2897,1
scenario2898,0
scenario2899,0
scenario2900,1
scenario2901,0
scenario2902,0
scenario2903,0
scenario2904,0
scenario2905,0
scenario2906,0
scenario2907,0
scenario2908,0
scenario2909,0
scenario2910,0
scenario2911,1
scenario2912,1
scenario2913,1
scenario2914,1
scenario2915,0
scenario2916,0
scenario2917,0
scenario2918,0
scenario2919,0
scenario2920,0
scenario2921,0
scenario2922,0
scenario2923,0
scenario2924,0
scenario2925,1
scenario2926,0
scenario2927,0
scenario2928,0
scenario2929,0
scenario2930,0
scenario2931,0
scenario2932,0
scenario2933,0
scenario2934,1
scenario2935,0
scenario2936,1
scenario2937,0
scenario2938,0
scenario2939,0
scenario2940,0
scenario2941,0
scenario2942,0
scenario2943,1
scenario2944,0
scenario2945,0
scenario2946,1
scenario2947,0
scenario2948,0
scenario2949,0
scenario2950,1
scenario2951,1
scenario2952,0
scenario2953,1
scenario2954,0
scenario2955,0
scenario2956,0
scenario2957,1
scenario2958,0
scenario2959,1
scenario2960,0
scenario2961,0
scenario2962,1
scenario2963,0
scenario2964,0
scenario2965,0
scenario2966,0
scenario2967,0
scenario2968,0
scenario2969,1
scenario2970,0
scenario2971,0
scenario2972,0
scenario2973,0
scenario2974,1
scenario2975,0
scenario2976,0
scenario2977,0
scenario2978,0
scenario2979,0
scenario2980,1
scenario2981,0
scenario2982,0
scenario2983,0
scenario2984,0
scenario2985,1
scenario2986,0
scenario2987,1
scenario2988,0
scenario2989,1
scenario2990,0
scenario2991,0
scenario2992,0
scenario2993,0
scenario2994,0
scenario2995,0
scenario2996,0
scenario2997,0
scenario2998,1
scenario2999,1
scenario3000,0
scenario3001,0
scenario3002,0
scenario3003,0
scenario3004,0
scenario3005,0
scenario3006,0
scenario3007,0
scenario3008,0
scenario3009,0
scenario3010,0
scenario3011,0
scenario3012,0
scenario3013,1
scenario3014,0
scenario3015,0
scenario3016,0
scenario3017,0
scenario3018,0
scenario3019,1
scenario3020,1
scenario3021,0
scenario3022,0
scenario3023,0
scenario3024,0
scenario3025,0
scenario3026,0
scenario3027,0
scenario3028,1
scenario3029,0
scenario3030,0
scenario3031,0
scenario3032,1
scenario3033,0
scenario3034,0
scenario3035,0
scenario3036,1
scenario3037,0
scenario3038,0
scenario3039,0
scenario3040,0
scenario3041,0
scenario3042,0
scenario3043,0
scenario3044,0
scenario3045,0
scenario3046,0
scenario3047,0
scenario3048,0
scenario3049,1
scenario3050,0
scenario3051,0
scenario3052,0
scenario3053,0
scenario3054,0
scenario3055,0
scenario3056,0
