instances,z_1,z_2,algo_collision,feature_npc1_avg_control_speed,feature_npc1_min_control_speed,feature_npc1_max_control_speed,feature_npc1_std_control_speed,feature_npc2_avg_control_speed,feature_npc2_min_control_speed,feature_npc2_max_control_speed,feature_npc2_std_control_speed,feature_npcs_avg_control_speed,feature_npcs_min_control_speed,feature_npcs_max_control_speed,feature_npcs_std_control_speed,feature_npc_number_lane_changes,feature_npc2_number_lane_changes,feature_ego_avg_speed,feature_ego_min_speed,feature_ego_max_speed,feature_ego_std_speed,feature_npc1_avg_speed,feature_npc1_min_speed,feature_npc1_max_speed,feature_npc1_std_speed,feature_npc2_avg_speed,feature_npc2_min_speed,feature_npc2_max_speed,feature_npc2_std_speed,feature_avg_dist_ego_npc1,feature_min_dist_ego_npc1,feature_max_dist_ego_npc1,feature_std_dist_ego_npc1,feature_avg_dist_ego_npc2,feature_min_dist_ego_npc2,feature_max_dist_ego_npc2,feature_std_dist_ego_npc2,feature_npc_avg_dist,feature_max_npc_dist,feature_min_npc_dist,feature_std_npc_dist,feature_type_npc_max_dist,feature_type_npc_min_dist,feature_op_npc_max_dist,feature_op_npc_min_dist,feature_ctrl_speed_npc_max_dist,feature_ctrl_speed_npc_min_dist,feature_speed_npc_min_dist,feature_speed_npc_max_dist,feature_avg_speed_npcs,feature_max_npc_speed,feature_min_npc_speed,feature_std_npcs_speed,feature_type_npc_max_speed,feature_type_npc_min_speed,feature_op_npc_max_speed,feature_op_npc_min_speed,feature_ctrl_speed_npc_max_speed,feature_ctrl_speed_npc_min_speed,feature_dist_av_npc_max_speed,feature_dist_av_npc_min_speed,feature_time_to_max_speed,feature_time_to_max_dist,feature_source
scenario0,1.363276079,0.293524998,0,20.95462674,8.492425043,29.93376545,7.227841165,14.99587517,1.827649471,27.25507764,7.90579978,17.97525095,1.827649471,29.93376545,7.566820472,7.5,7,7.270670852,0,11.68582945,4.454346166,9.071176367,0,29.71328116,5.95308439,9.050930112,0,27.21428523,7.906923759,12.64619017,2.764434068,34.79755977,6.4021574,27.55970537,3.753864269,57.7573243,15.08697706,20.10294777,57.7573243,2.764434068,10.74456723,2,1,2,1,15.28993925,19.15014078,15.96533662,27.21428523,9.061053239,29.71328116,0,6.930004075,1,2,1,0,29.93376545,25.50079051,11.61957525,11.75040225,16.4,15,1
scenario1,-0.615348813,0.199356657,0,17.5041048,0.431235821,26.94046993,7.61959426,10.40507468,0.449609771,24.27525277,8.662626106,13.95458974,0.431235821,26.94046993,8.141110183,7,7,7.345508187,0,11.64132367,4.208274413,7.639222057,0,22.58755681,5.465577256,7.718958774,0,24.26879746,8.069118878,23.62736322,9.491348868,62.30926477,14.98885609,14.62492138,3.586614246,31.28932119,8.198723341,19.1261423,62.30926477,3.586614246,11.59378971,1,2,1,2,22.58887807,5.756398883,2.03941522,7.033663574,7.679090416,24.26879746,0,6.767348067,2,2,2,0,4.204084557,1.3198344,18.63510172,11.75040225,6,21.1,1
scenario2,0.507743446,3.110542719,0,8.156089393,0.3570574,23.95066421,7.073057606,10.68501044,0.731410882,26.83371857,7.853093476,9.420549918,0.3570574,26.83371857,7.463075541,6.5,4,7.328664475,0,11.67756214,4.420135787,5.987163159,0,23.94053249,5.710178817,5.391588579,0,18.65904504,4.680474383,49.70192284,7.42883867,89.31584377,25.77071616,61.86040102,11.75040225,102.0054109,28.62029859,55.78116193,102.0054109,7.42883867,27.19550738,2,1,0,2,4.157159717,19.21275155,12.45063772,3.948425435,5.689375869,23.94053249,0,5.1953266,1,2,1,1,23.95066421,0.731410882,39.75827491,11.75040225,14.7,22.9,1
scenario3,1.533798674,-1.672974759,0,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7,7,7.321608523,0,11.31444788,3.896145617,8.31460442,0,27.9670642,8.215373171,11.27827182,0,27.72182853,7.901936901,21.90715838,2.993467715,51.62806867,13.97898027,45.63655343,3.285929014,82.53325199,20.71085575,33.7718559,82.53325199,2.993467715,17.34491801,2,1,1,2,24.81888853,19.39714599,18.35221172,26.6852586,9.796438121,27.9670642,0,8.058655036,1,2,2,1,2.751518508,18.87671396,18.87398873,11.75040225,12,15,1
scenario4,-0.763011392,1.28490771,0,17.5041048,0.431235821,26.94046993,7.61959426,10.40507468,0.449609771,24.27525277,8.662626106,13.95458974,0.431235821,26.94046993,8.141110183,7,7,7.328035024,0,11.67121936,4.539645379,7.75092496,0,22.58383904,6.568773843,7.33203274,0,24.26879746,8.131837205,12.67601279,6.452732486,36.2030036,6.550509264,21.80319648,3.776019298,54.06336544,15.50865313,17.23960463,54.06336544,3.776019298,11.0295812,2,2,1,1,19.62189326,3.539066113,2.927868,2.229912276,7.54147885,24.26879746,0,7.350305524,2,2,2,0,4.204084557,1.3198344,13.59493576,11.75040225,6,24.1,1
scenario5,0.568433533,3.117176517,0,8.156089393,0.3570574,23.95066421,7.073057606,10.68501044,0.731410882,26.83371857,7.853093476,9.420549918,0.3570574,26.83371857,7.463075541,6.5,4,7.32673383,0,11.68244535,4.401564362,5.945542419,0,23.94474232,5.627490832,5.346310522,0,19.61311389,4.529106482,49.63196684,7.668312926,89.20518823,26.18094061,57.92168056,7.744552484,103.1952966,30.92600225,53.7768237,103.1952966,7.668312926,28.55347143,2,1,0,2,4.157159717,19.21275155,8.881342258,4.045555711,5.64592647,23.94474232,0,5.078298657,1,2,1,0,23.95066421,0.731410882,38.2831591,11.75040225,14.8,23.2,1
scenario6,0.562842948,0.301978849,0,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7,7,7.309280152,0,11.70611316,4.275180376,8.319487054,0,27.96659554,8.220625296,10.81210123,0,27.68757193,7.975397092,27.44445145,3.312222948,59.77174317,17.7034985,43.40529858,3.81245898,81.02166612,17.19587703,35.42487502,81.02166612,3.312222948,17.44968776,2,1,1,2,24.81888853,19.39714599,10.3741697,15.4085996,9.565794143,27.96659554,0,8.098011194,1,2,2,0,2.751518508,18.87671396,26.62757524,11.75040225,12,15,1
scenario7,0.649201906,0.04074159,0,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7,7,7.337417966,0,11.63465506,4.308800364,8.307548804,0,27.96654996,8.258207076,10.81210123,0,27.68757193,7.975397092,27.54907865,3.357896601,60.13359639,18.0282177,44.39554421,3.813341659,81.94804329,17.18925436,35.97231143,81.94804329,3.357896601,17.60873603,2,1,1,2,24.81888853,19.39714599,9.794352478,15.4085996,9.559825018,27.96654996,0,8.116802084,1,2,2,0,2.751518508,18.87671396,27.41898958,11.75040225,12,15,1
scenario8,0.56884478,0.361856353,0,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7,7,7.327117843,0,11.67352456,4.377715293,8.297224236,0,27.96615143,8.365893955,10.81210123,0,27.68757193,7.975397092,26.10494076,3.295828413,57.06255302,17.08557825,48.18599762,3.849280256,86.94672962,17.99167054,37.14546919,86.94672962,3.295828413,17.5386244,2,1,1,2,24.81888853,19.39714599,13.27295395,15.4085996,9.554662734,27.96615143,0,8.170645523,1,2,2,0,2.751518508,18.87671396,25.61488386,11.75040225,12,15,1
scenario9,0.801627948,-0.040519572,1,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7,7,7.290796345,0,11.69543312,4.366629646,8.057244807,0,27.96600784,8.487799559,10.85631153,0,27.68757193,8.020311388,26.70544516,2.828339787,59.04039928,18.11069048,46.01033441,3.79899146,84.13034409,17.47466457,36.35788979,84.13034409,2.828339787,17.79267753,2,1,1,1,24.81888853,18.55094921,3.762742202,15.4085996,9.456778168,27.96600784,0,8.254055473,1,2,2,0,2.751518508,18.87671396,26.85531445,11.75040225,12,15,1
scenario10,0.357462976,0.161001987,0,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7,7,7.311530371,0,11.70203241,4.27335215,8.306617132,0,27.96656816,8.255719129,12.39646235,0,27.75091653,8.148989822,26.54294881,3.265932105,58.12963471,17.24137061,54.71470889,3.797242895,124.1600982,29.05890135,40.62882885,124.1600982,3.265932105,23.15013598,2,1,1,2,7.28314762,19.39714599,11.7049782,7.269780225,10.35153974,27.96656816,0,8.202354475,1,2,2,0,2.751518508,18.87671396,25.76910955,11.75040225,12,30,1
scenario11,0.362986443,0.633106602,0,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7,7,7.329167796,0,11.68984954,4.423415753,8.30795606,0,27.96565496,8.232415777,10.81210123,0,27.68757193,7.975397092,28.56579564,3.389198466,60.88149948,18.73288999,42.72169608,3.806794602,78.20974602,16.48226997,35.64374586,78.20974602,3.389198466,17.60757998,2,1,1,2,24.81888853,19.39714599,8.535301379,15.4085996,9.560028646,27.96565496,0,8.103906434,1,2,2,0,2.751518508,18.87671396,29.91334474,11.75040225,12,15,1
scenario12,1.075705944,-0.635129805,1,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7,7,7.30170138,0,11.63410907,4.267317318,8.06509471,0,27.96667824,8.437524822,10.80464915,0,27.68757193,7.989866965,26.43352588,2.786917379,59.8079045,18.06003678,44.22373176,3.79777017,82.13077089,17.27106707,35.32862882,82.13077089,2.786917379,17.66555192,2,1,1,1,24.81888853,18.55094921,1.98938858,15.4085996,9.434871931,27.96667824,0,8.213695893,1,2,2,0,2.751518508,18.87671396,26.19404757,11.75040225,12,15,1
scenario13,0.820639371,-0.205425369,2,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7,7,7.290269878,0,11.68186651,4.260262498,8.309534366,0,27.96633956,8.245513704,10.85981293,0,27.68757193,8.01979582,26.39237616,2.979359242,58.10735722,17.50014728,44.90391714,3.79845573,82.72468231,17.34985079,35.64814665,82.72468231,2.979359242,17.42499903,2,1,1,1,24.81888853,18.55094921,3.704734059,15.4085996,9.584673648,27.96633956,0,8.132654762,1,2,2,0,2.751518508,18.87671396,25.75721069,11.75040225,12,15,1
scenario14,0.992642769,-0.39519058,2,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7.5,8,7.319257059,0,11.6957298,4.366489625,8.088813627,0,27.96633956,8.396991951,10.85274019,0,27.68757193,8.008954345,27.23103565,2.546386187,59.93975234,18.43123178,43.64446714,3.797303594,80.7829426,16.9696217,35.4377514,80.7829426,2.546386187,17.70042674,2,1,1,1,24.81888853,18.55094921,0.204108763,15.4085996,9.470776909,27.96633956,0,8.202973148,1,2,2,0,2.751518508,18.87671396,27.58588723,11.75040225,12,15,1
scenario15,1.107812282,-0.614658726,1,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7,7,7.305014841,0,11.67148956,4.272063023,8.063596343,0,27.96600147,8.435151903,10.80381338,0,27.68757193,7.988072981,26.22879941,2.643324358,58.29877923,17.75530799,45.2317964,3.801655494,83.64835007,17.55884955,35.73029791,83.64835007,2.643324358,17.65707877,2,1,1,1,24.81888853,18.55094921,1.094561557,15.4085996,9.433704864,27.96600147,0,8.211612442,1,2,2,0,2.751518508,18.87671396,25.77980067,11.75040225,12,15,1
scenario16,0.325561652,0.428693887,0,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,6.5,6,7.323842965,0,11.66575957,4.416367471,8.309951926,0,27.96680604,8.245365174,12.31349808,0,27.55172224,7.740071445,28.13521362,3.367687197,60.53389207,18.38481878,53.19701602,3.799903665,121.5580716,29.01308218,40.66611482,121.5580716,3.367687197,23.69895048,2,1,1,2,7.28314762,19.39714599,8.08128057,7.255016712,10.311725,27.96680604,0,7.992718309,1,2,2,0,2.751518508,18.87671396,28.66526547,11.75040225,12,30,1
scenario17,0.472361714,0.566246437,0,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7,7,7.328619561,0,11.70847071,4.349678823,8.3027546,0,27.96642372,8.297509484,10.81210123,0,27.68757193,7.975397092,26.41066717,3.37899445,58.08301689,17.17715503,46.23032841,3.799622449,85.24080705,17.89375985,36.32049779,85.24080705,3.37899445,17.53545744,2,1,1,2,24.81888853,19.39714599,8.856808584,15.4085996,9.557427916,27.96642372,0,8.136453288,1,2,0,0,2.751518508,18.87671396,25.5854162,11.75040225,12,15,1
scenario18,0.903076426,-0.248728563,2,13.99413215,1.141403803,27.96844055,9.165877462,19.37474172,7.28314762,27.77106311,6.200925369,16.68443694,1.141403803,27.96844055,7.683401415,7,7,7.31470088,0,11.68710744,4.448973587,8.075921209,0,27.96565526,8.463056328,11.02633853,0,27.68757193,8.05676241,27.38078782,2.526270733,59.12213666,18.31809525,46.77010788,3.812272272,84.42608498,18.06899054,37.07544785,84.42608498,2.526270733,18.1935429,2,1,1,1,24.81888853,18.55094921,1.706356344,15.4085996,9.55112987,27.96565526,0,8.259909369,1,2,2,0,2.751518508,18.87671396,27.6273348,11.75040225,12,15,1
scenario19,1.142240438,-0.897938618,2,13.99413215,1.141403803,27.96844055,9.165877462,20.34547221,7.85546821,27.77106311,5.363886152,17.16980218,1.141403803,27.96844055,7.264881807,7,7,7.307509121,0,11.57696539,4.014246501,8.344300453,0,27.96623172,8.176041132,10.86661886,0,27.68757193,7.968973759,25.3458428,3.149545681,58.99311371,16.80635287,45.23483014,3.832752415,86.06974351,18.51534999,35.29033647,86.06974351,3.149545681,17.66085143,2,1,1,2,24.81888853,19.39714599,15.68080073,15.4085996,9.605459657,27.96623172,0,8.072507445,1,2,2,0,2.751518508,18.87671396,22.55476359,11.75040225,12,15,1
scenario20,0.979778408,-0.343900938,1,13.99413215,1.141403803,27.96844055,9.165877462,21.32402704,7.28314762,27.77106311,5.348045807,17.6590796,1.141403803,27.96844055,7.256961634,6.5,6,7.293585698,0,11.67912181,4.392979182,8.04038751,0,27.96569876,8.504987342,12.25909091,0,26.42831926,7.441035283,25.97030961,2.601157116,57.18243872,17.53384056,61.99364051,3.796495444,116.6730522,28.5065373,43.98197506,116.6730522,2.601157116,23.02018893,2,1,1,1,7.28314762,18.55094921,0.620995223,7.200804642,10.14973921,27.96569876,0,7.973011312,1,2,2,0,2.751518508,18.87671396,25.66752666,11.75040225,12,30,1
scenario21,1.306193049,-1.051792359,1,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,6.5,6,7.298744155,0,11.59690333,4.082918034,8.064486998,0,27.96573631,8.429195776,10.8542757,0,27.68757193,8.022007302,24.49847656,2.831670015,57.28087604,16.57677619,47.30840064,3.797125226,89.06147249,18.98532719,35.9034386,89.06147249,2.831670015,17.78105169,2,1,1,1,24.81888853,18.55094921,3.638346185,15.4085996,9.459381347,27.96573631,0,8.225601539,1,2,0,0,2.751518508,18.87671396,21.78983648,11.75040225,12,15,1
scenario22,0.930435018,0.047600511,2,13.99413215,1.141403803,27.96844055,9.165877462,19.91317036,7.85546821,24.81888853,4.902350994,16.95365126,1.141403803,27.96844055,7.034114228,7,7,7.323743882,0,11.74208141,4.408162864,8.094497549,0,27.96596523,8.416235181,11.16783181,0,24.22428054,7.513346351,27.19015643,2.551168373,58.38097952,18.18887944,44.94858721,3.797175209,76.3832832,17.2870014,36.06937182,76.3832832,2.551168373,17.73794042,2,1,1,1,7.85546821,18.55094921,0.216190711,7.794801364,9.631164681,27.96596523,0,7.964790766,1,2,2,0,2.751518508,18.87671396,27.31759106,11.75040225,12,30,1
scenario23,0.575031451,0.433124537,0,13.99413215,1.141403803,27.96844055,9.165877462,17.00429038,0.584178131,27.77106311,8.107174203,15.49921127,0.584178131,27.96844055,8.636525832,7,7,7.348347497,0,11.68895139,4.317868448,8.310890221,0,27.9659562,8.229467735,9.620556582,0,27.68757193,8.202366117,27.74036388,3.430634467,59.85860302,18.02458045,39.74282792,3.804400088,81.04887478,16.98663459,33.7415959,81.04887478,3.430634467,17.50560752,2,1,1,1,24.81888853,18.55094921,6.784801125,15.4085996,8.965723402,27.9659562,0,8.215916926,1,2,2,0,2.751518508,18.87671396,27.4367696,11.75040225,12,15,1
scenario24,-1.046753908,-0.395435094,0,13.51474982,1.141403803,26.04966387,8.525462054,20.28824015,7.28314762,27.77106311,5.49821894,16.90149499,1.141403803,27.77106311,7.011840497,6.5,6,7.33098194,0,11.6832662,4.252469284,8.27951031,0,25.86422382,7.791369767,10.81210123,0,27.68757193,7.975397092,30.23310666,3.546478953,61.81062997,19.04253572,46.94430388,3.801372431,86.78202369,18.20327904,38.58870527,86.78202369,3.546478953,18.62290738,2,1,1,1,24.81888853,18.55094921,4.578030633,15.4085996,9.545805771,27.68757193,0,7.883383429,2,2,2,0,27.77106311,18.87671396,81.3888275,11.75040225,14.5,15,1
scenario25,1.274694068,-0.782708467,1,13.99413215,1.141403803,27.96844055,9.165877462,19.91317036,7.85546821,24.81888853,4.902350994,16.95365126,1.141403803,27.96844055,7.034114228,6.5,6,7.297523119,0,11.64840608,4.141438005,8.062641294,0,27.96523333,8.412627246,11.17795034,0,24.2363977,7.548462456,25.46850281,2.784332649,58.99583874,17.30505026,46.25457521,3.797069306,79.33101915,18.49491321,35.86153901,79.33101915,2.784332649,17.89998173,2,1,1,1,24.81888853,18.55094921,2.020256757,21.5617379,9.620295815,27.96523333,0,7.980544851,1,2,2,0,2.751518508,18.87671396,23.48999633,11.75040225,12,15,1
scenario26,0.973355608,-0.299692971,1,13.96049043,1.141403803,27.96844055,9.122080785,21.32402704,7.28314762,27.77106311,5.348045807,17.64225874,1.141403803,27.96844055,7.235063296,6.5,6,7.296819379,0,11.68486826,4.419712499,8.024933132,0,27.96561202,8.49917147,12.26293944,0,26.42831926,7.427596977,26.61175687,2.554323092,57.57559032,17.78409019,62.75082069,3.841429577,117.4829833,28.54998615,44.68128878,117.4829833,2.554323092,23.16703817,2,1,1,1,7.28314762,18.55094921,2.446650594,7.213113689,10.14393628,27.96561202,0,7.963384223,1,2,2,0,2.751518508,18.87671396,26.00612157,11.75040225,12,30,1
scenario27,0.823862562,-0.096639732,1,13.99413215,1.141403803,27.96844055,9.165877462,19.5414376,7.85546821,24.81888853,5.389596402,16.76778488,1.141403803,27.96844055,7.277736932,6.5,6,7.310411753,0,11.68841463,4.436032105,8.052505839,0,27.96624851,8.418373021,11.43334357,0,24.26974485,7.658497786,28.7476269,2.673721625,61.69096748,19.52676563,42.09265219,3.802621922,85.1870338,17.80843843,35.42013954,85.1870338,2.673721625,18.66760203,2,1,1,1,7.85546821,18.55094921,0.558198539,7.77079807,9.742924704,27.96624851,0,8.038435404,1,2,2,0,2.751518508,18.87671396,30.51101414,11.75040225,12,30,1
scenario28,1.003611247,-0.460468493,2,13.96049043,1.141403803,27.96844055,9.122080785,21.32402704,7.28314762,27.77106311,5.348045807,17.64225874,1.141403803,27.96844055,7.235063296,6.5,6,7.31388087,0,11.66090207,4.419176783,8.074683275,0,27.96604302,8.422779831,12.27919965,0,26.42831926,7.429832032,27.27494128,2.540499275,58.61974509,18.23378346,60.56466487,3.826660289,116.9940768,28.36528944,43.91980307,116.9940768,2.540499275,23.29953645,2,1,1,1,7.28314762,18.55094921,0.75459456,7.216825603,10.17694146,27.96604302,0,7.926305932,1,2,0,0,2.751518508,18.87671396,27.40241472,11.75040225,12,30,1
scenario29,0.582233365,0.667741618,0,13.96049043,1.141403803,27.96844055,9.122080785,19.5414376,7.85546821,24.81888853,5.389596402,16.75096402,1.141403803,27.96844055,7.255838594,5.5,4,7.326980764,0,11.71908903,4.360413231,8.303855008,0,27.96634873,8.216624606,9.768891157,0,23.4381539,7.770969201,28.30807619,3.355520671,60.9571981,18.56847624,37.00528617,3.798550582,73.98349493,15.63680282,32.65668118,73.98349493,3.355520671,17.10263953,2,1,1,2,24.81888853,19.39714599,8.951781201,19.03515466,9.036373082,27.96634873,0,7.993796904,1,2,2,0,2.751518508,18.87671396,28.93235859,11.75040225,12,15,1
scenario30,1.265469484,-1.036791162,2,13.99413215,1.141403803,27.96844055,9.165877462,19.91317036,7.85546821,24.81888853,4.902350994,16.95365126,1.141403803,27.96844055,7.034114228,6.5,6,7.284055296,0,11.53592331,4.012843708,8.358940293,0,27.96548391,8.239184057,11.18964411,0,24.22428054,7.527974034,25.75754851,3.13506799,61.2277917,17.0495646,47.14997323,3.796697988,81.25781972,18.72341973,36.45376087,81.25781972,3.13506799,17.88649217,2,1,1,2,24.81888853,19.39714599,17.40298072,21.5617379,9.774292204,27.96548391,0,7.883579045,1,2,2,0,2.751518508,18.87671396,23.74496172,11.75040225,12,15,1
scenario31,1.333752453,-0.552578881,2,13.99413215,1.141403803,27.96844055,9.165877462,18.59375915,7.155639993,24.81888853,6.208751653,16.29394565,1.141403803,27.96844055,7.687314557,6.5,6,7.316889767,0,11.64299768,4.376031522,8.100020691,0,27.96600147,8.398247669,9.305664638,0,23.40098641,7.772459034,27.21493761,2.56280247,59.33581041,18.41090184,35.89152476,3.80067883,73.53784588,18.41807633,31.55323119,73.53784588,2.56280247,18.41448908,2,1,1,1,24.81888853,18.55094921,0.433016367,21.5617379,8.702842664,27.96600147,0,8.085353352,1,2,2,0,2.751518508,18.87671396,28.02371851,11.75040225,12,15,1
scenario32,0.789964317,1.059436887,0,16.19688156,2.751518508,27.96844055,8.429684137,21.32402704,7.28314762,27.77106311,5.348045807,18.7604543,2.751518508,27.96844055,6.888864972,6.5,6,7.31508467,0,11.72443543,4.264744709,9.222359377,0,27.96086168,8.501088299,12.26771584,0,26.42831926,7.420036773,15.8994562,3.792983846,34.07168747,7.781326995,59.33579269,3.803345279,117.9064958,29.08657425,37.61762444,117.9064958,3.792983846,18.43395062,2,1,1,0,7.28314762,26.04966387,26.04935817,7.219560596,10.74503761,27.96086168,0,7.960562536,1,2,2,0,27.96844055,18.87671396,4.408001552,11.75040225,11.8,30,1
scenario33,1.398669114,-0.548090206,1,13.99413215,1.141403803,27.96844055,9.165877462,18.59375915,7.155639993,24.81888853,6.208751653,16.29394565,1.141403803,27.96844055,7.687314557,6.5,6,7.30880086,0,11.68924709,4.216322552,8.051425205,0,27.96691568,8.451789408,9.299477988,0,23.40098641,7.777705621,25.36490164,2.642945739,57.95969094,17.25988606,37.14818552,3.799220101,77.88686724,19.66016973,31.25654358,77.88686724,2.642945739,18.4600279,2,1,1,1,24.81888853,18.55094921,0.567397204,21.5617379,8.675451596,27.96691568,0,8.114747515,1,2,2,0,2.751518508,18.87671396,23.78270013,11.75040225,12,15,1
scenario34,1.445159154,-0.728128988,2,13.99413215,1.141403803,27.96844055,9.165877462,18.59375915,7.155639993,24.81888853,6.208751653,16.29394565,1.141403803,27.96844055,7.687314557,6.5,6,7.314215359,0,11.65161141,4.285542115,8.087650411,0,27.96633956,8.399140803,9.304607606,0,23.40098641,7.773148076,26.09954097,2.55610287,58.64438484,17.63900612,36.55503363,3.798858832,76.18686403,19.18374506,31.3272873,76.18686403,2.55610287,18.41137559,2,1,1,1,24.81888853,18.55094921,0.204108763,21.5617379,8.696129009,27.96633956,0,8.086144439,1,2,0,0,2.751518508,18.87671396,25.9407148,11.75040225,12,15,1
scenario35,0.408232735,1.084201121,0,13.99413215,1.141403803,27.96844055,9.165877462,19.91317036,7.85546821,24.81888853,4.902350994,16.95365126,1.141403803,27.96844055,7.034114228,6,5,7.330878645,0,11.73056828,4.476811196,8.322310268,0,27.96730861,8.299163428,10.78759494,0,23.32486436,7.148100014,29.50499525,3.381768598,63.55421804,19.68469764,40.14053941,3.830533161,72.41880763,16.20457154,34.82276733,72.41880763,3.381768598,17.94463459,2,1,1,2,24.81888853,19.39714599,7.165476817,15.57915616,9.554952605,27.96730861,0,7.723631721,1,2,2,0,2.751518508,18.87671396,32.07399205,11.75040225,12,15,1
scenario36,0.840364923,0.158326588,2,14.82649686,1.141403803,27.96844055,9.277200517,20.28824015,7.28314762,27.77106311,5.49821894,17.55736851,1.141403803,27.96844055,7.387709729,7,7,7.2901055,0,11.74041656,4.45217212,8.025234784,0,27.96569004,8.549602834,10.81303764,0,27.68757193,7.981290001,25.95721976,2.547337165,56.68946044,17.48629872,48.67015319,3.81281019,87.82857829,18.2698739,37.31368648,87.82857829,2.547337165,17.87808631,2,1,1,1,24.81888853,18.55094921,2.452990704,15.4085996,9.419136214,27.96569004,0,8.265446418,1,2,2,0,2.751518508,18.87671396,25.36053986,11.75040225,12,15,1
scenario37,0.174904076,1.078243952,0,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7,7,7.339853078,0,11.72434157,4.470287562,8.30721982,0,27.96664138,8.248972766,10.81210123,0,27.68757193,7.975397092,28.66205648,3.4908223,61.25696845,18.7429353,42.35776636,3.804559463,77.90409507,16.466087,35.50991142,77.90409507,3.4908223,17.60451115,2,1,1,1,24.81888853,18.55094921,2.679621054,15.4085996,9.559660526,27.96664138,0,8.112184929,1,2,2,0,2.751518508,18.87671396,29.7057611,11.75040225,12,15,1
scenario38,1.080319036,-0.6258793,2,13.96197639,1.141403803,27.96844055,9.150385766,20.28824015,7.28314762,27.77106311,5.49821894,17.12510827,1.141403803,27.96844055,7.324302353,7,7,7.302977948,0,11.64130343,4.330587099,8.117448376,0,27.96605614,8.375201273,10.82293055,0,27.68757193,7.989137375,26.97353439,2.652581273,58.45566161,18.0700571,44.41354446,3.799631754,81.40799415,17.11970116,35.69353942,81.40799415,2.652581273,17.59487913,2,1,1,1,24.81888853,18.22939153,0.562029072,15.4085996,9.470189463,27.96605614,0,8.182169324,1,2,2,0,2.751518508,18.87671396,26.85557769,11.75040225,12,15,1
scenario39,0.961317691,-0.493755231,2,13.99413215,1.141403803,27.96844055,9.165877462,20.28824015,7.28314762,27.77106311,5.49821894,17.14118615,1.141403803,27.96844055,7.332048201,7,7,7.288713468,0,11.62597698,4.110034215,8.342887943,0,27.96609609,8.249489217,10.83398016,0,27.68757193,7.994445714,24.95341067,3.220052636,56.74143958,16.26642594,47.70420266,3.79828589,88.68341959,18.64585036,36.32880667,88.68341959,3.220052636,17.45613815,2,1,1,2,24.81888853,19.39714599,15.62887717,15.4085996,9.588434054,27.96609609,0,8.121967465,1,2,2,0,2.751518508,18.87671396,22.78965151,11.75040225,12,15,1
scenario40,0.934309413,-0.376438362,1,13.96197639,1.141403803,27.96844055,9.150385766,18.29444952,4.880982139,27.77106311,6.923936228,16.12821295,1.141403803,27.96844055,8.037160997,7,7,7.313936136,0,11.64328526,4.393841912,8.081642702,0,27.96721764,8.418433956,9.605566275,0,27.68757193,8.358446241,28.60230975,2.724522901,63.26025788,19.75583316,34.36137682,3.820385762,75.47527096,17.14792299,31.48184328,75.47527096,2.724522901,18.45187808,2,1,1,1,4.880982139,18.22939153,1.064720208,15.4085996,8.843604489,27.96721764,0,8.388440098,1,2,2,0,2.751518508,18.87671396,31.67856198,11.75040225,12,15,1
