instances,z_1,z_2,algo_collision,feature_npc1_avg_control_speed,feature_npc1_min_control_speed,feature_npc1_max_control_speed,feature_npc1_std_control_speed,feature_npc2_avg_control_speed,feature_npc2_min_control_speed,feature_npc2_max_control_speed,feature_npc2_std_control_speed,feature_npcs_avg_control_speed,feature_npcs_min_control_speed,feature_npcs_max_control_speed,feature_npcs_std_control_speed,feature_npc_number_lane_changes,feature_npc2_number_lane_changes,feature_ego_avg_speed,feature_ego_min_speed,feature_ego_max_speed,feature_ego_std_speed,feature_npc1_avg_speed,feature_npc1_min_speed,feature_npc1_max_speed,feature_npc1_std_speed,feature_npc2_avg_speed,feature_npc2_min_speed,feature_npc2_max_speed,feature_npc2_std_speed,feature_avg_dist_ego_npc1,feature_min_dist_ego_npc1,feature_max_dist_ego_npc1,feature_std_dist_ego_npc1,feature_avg_dist_ego_npc2,feature_min_dist_ego_npc2,feature_max_dist_ego_npc2,feature_std_dist_ego_npc2,feature_npc_avg_dist,feature_max_npc_dist,feature_min_npc_dist,feature_std_npc_dist,feature_type_npc_max_dist,feature_type_npc_min_dist,feature_op_npc_max_dist,feature_op_npc_min_dist,feature_ctrl_speed_npc_max_dist,feature_ctrl_speed_npc_min_dist,feature_speed_npc_min_dist,feature_speed_npc_max_dist,feature_avg_speed_npcs,feature_max_npc_speed,feature_min_npc_speed,feature_std_npcs_speed,feature_type_npc_max_speed,feature_type_npc_min_speed,feature_op_npc_max_speed,feature_op_npc_min_speed,feature_ctrl_speed_npc_max_speed,feature_ctrl_speed_npc_min_speed,feature_dist_av_npc_max_speed,feature_dist_av_npc_min_speed,feature_time_to_max_speed,feature_time_to_max_dist,feature_source
scenario614,1.583228674,0.382030277,0,19.14016716,8.050229186,28.00734013,5.625129167,17.11093809,5.901999154,28.14760403,7.389128921,18.12555263,5.901999154,28.14760403,6.507129044,5.5,6,7.254140054,0,11.54483375,4.23768433,8.757279304,0,27.61190185,6.729109956,10.6411129,0,23.93165139,6.197497541,11.92083834,3.267579542,25.04354782,4.146202926,41.99818071,3.808696184,73.98366645,20.42471576,26.95950953,73.98366645,3.267579542,12.28545935,2,1,1,2,28.14760403,28.00734013,27.45795698,18.03647746,9.699196102,27.61190185,0,6.463303748,1,2,2,0,28.00734013,12.53873853,3.773262612,11.75040225,11.3,15,0
scenario615,-0.422682211,0.158888654,0,16.75473067,6.722999391,26.01895916,6.342198237,12.04974994,2.362883637,24.84705484,8.155014647,14.4022403,2.362883637,26.01895916,7.248606442,5.5,8,7.322521503,0,11.467827,4.140146313,7.669516044,0,21.31510083,5.245197147,8.007841464,0,24.82511405,6.552928157,12.27700569,8.757507856,23.69780632,3.471731158,18.70954092,3.689160841,47.82422644,13.8216268,15.4932733,47.82422644,3.689160841,8.646678979,2,2,0,2,4.430683328,24.84705484,5.594773956,4.428972609,7.838678754,24.82511405,0,5.899062652,2,2,2,1,24.84705484,5.816669136,13.91099478,11.75040225,25.8,23.3,0
scenario616,-2.084041669,0.685077693,0,15.10061736,5.042402145,28.03296108,8.413223498,16.68014649,3.412581414,29.44767837,9.634400451,15.89038193,3.412581414,29.44767837,9.023811974,5.5,5,7.332539284,0,11.65284899,4.458553132,7.678461427,0,28.02296889,7.296667646,10.5739708,0,29.44675442,10.19181718,19.8648517,4.108940586,48.84299085,13.22360707,45.14030119,3.823777033,99.53582417,26.39925443,32.50257645,99.53582417,3.823777033,19.81143075,2,2,2,0,9.506872695,24.83316896,24.80191712,27.7116446,9.126216111,29.44675442,0,8.744242414,2,2,2,0,29.44767837,3.412581414,65.7133911,11.75040225,8.9,12,0
scenario617,-1.10125479,0.125713982,0,15.4824931,1.408897608,24.37014659,7.319003128,18.42375628,3.334808388,27.83397568,6.972722372,16.95312469,1.408897608,27.83397568,7.14586275,7.5,8,7.20682771,0,11.7265363,4.181124973,10.17122345,0,24.35374224,7.416064293,8.80558228,0,26.25152657,7.667237042,18.84972276,3.2801537,55.93674055,10.96671469,22.05061178,3.798451067,46.33622039,10.81791889,20.45016727,55.93674055,3.2801537,10.89231679,1,1,0,2,19.01568837,17.81906832,17.64110875,19.00617223,9.488402864,26.25152657,0,7.541650667,2,2,1,2,16.2250275,18.10876721,43.91371301,11.75040225,15,30,0
scenario618,-2.092326861,1.054227658,2,14.91540525,0.806961944,27.53595488,7.410513881,13.05667908,1.999079046,27.15578957,7.995877145,13.98604216,0.806961944,27.53595488,7.703195513,6,5,7.338530482,0,11.74791908,4.387819709,7.705174661,0,18.57004203,6.126952098,8.024478444,0,27.12691839,8.192034393,14.51261148,8.359715083,29.4511591,5.632243974,26.98657558,3.051493701,65.42184351,19.09559708,20.74959353,65.42184351,3.051493701,12.36392053,2,2,0,1,7.532056714,17.1728024,2.238277123,19.85870431,7.864826552,27.12691839,0,7.159493246,2,2,0,1,23.50615266,27.15578957,34.24877423,11.75040225,3,6,0
scenario619,0.125085372,-2.235476718,0,13.88103201,1.604243891,25.39919762,8.034642472,18.05017702,0.928323565,29.67141443,10.33605369,15.96560451,0.928323565,29.67141443,9.18534808,5,3,7.268694229,0,10.57193009,2.625067438,8.099376238,0,25.13085963,6.970956973,9.584082594,0,29.64007013,7.998484808,13.08429121,2.943526582,27.01442091,6.827768013,31.26366725,3.482276068,57.38672111,11.63277061,22.17397923,57.38672111,2.943526582,9.23026931,2,1,2,1,27.33701426,20.81607384,20.7970015,10.02928912,8.841729416,29.64007013,0,7.484720891,2,2,0,1,5.884965398,29.67141443,38.47124929,11.75040225,3,21,0
scenario620,-2.646523326,1.264824605,0,12.2174821,0.541343012,27.32007877,9.318460031,17.08512264,5.115608788,29.01886908,8.181364724,14.65130237,0.541343012,29.01886908,8.749912378,7,7,7.325679899,0,11.68769968,4.501949578,7.730476179,0,24.01070389,7.176359334,10.87359504,0,26.01139831,8.929675006,57.58556062,7.533795955,106.9299531,31.73066481,59.16520775,3.82627596,113.6915506,30.61860218,58.37538419,113.6915506,3.82627596,31.1746335,2,2,2,2,9.87513153,25.74226232,21.00281468,25.68970275,9.30203561,26.01139831,0,8.05301717,2,2,0,2,26.01158115,25.74226232,77.09061695,11.75040225,5.8,9,0
scenario621,-0.711829377,-0.777646642,0,14.07081615,2.934434005,24.61409951,7.758320783,15.10861703,1.134192632,28.26191117,7.821021376,14.58971659,1.134192632,28.26191117,7.78967108,7,7,7.262466242,0,11.70254661,4.214909024,8.040012052,0,24.6127431,6.990205901,9.412826202,0,28.24480786,7.949096877,17.88020488,2.596220978,47.53398382,12.0291062,26.20099092,3.1182271,64.86989654,14.62920365,22.0405979,64.86989654,2.596220978,13.32915493,2,1,0,0,1.134192632,10.72304955,7.219847575,28.24480786,8.726419127,28.24480786,0,7.469651389,2,2,0,1,1.134192632,12.46347798,64.86989654,11.75040225,12,12,0
scenario622,-0.771162817,0.689477724,0,16.71310152,2.889020374,29.78196997,8.933367038,18.34682091,3.473410499,25.74027394,7.337675474,17.52996121,2.889020374,29.78196997,8.135521256,6.5,8,7.325418308,0,11.71126595,4.451494769,7.666222768,0,24.59823871,6.649410648,11.18194931,0,25.73750145,8.366485101,19.84718697,8.707535027,54.90986674,13.46388978,23.34484609,2.342132776,96.44528024,19.54025811,21.59601653,96.44528024,2.342132776,16.50207395,2,2,2,0,23.21416631,3.473410499,0.673789364,12.52524764,9.424086037,25.73750145,0,7.507947874,2,2,1,2,25.74027394,6.965433292,3.735073119,11.75040225,11.1,30,0
scenario623,-1.244035034,-1.279792439,0,11.81783081,1.32186646,27.26753888,8.414579763,20.50113529,3.581372395,28.49630385,8.075222677,16.15948305,1.32186646,28.49630385,8.24490122,3,3,7.330493108,0,11.57998474,3.558586219,8.058223644,0,27.16222128,6.88232131,11.07783797,0,28.45453527,8.793945347,39.58459372,3.696442169,74.03485353,20.50699965,35.0004879,3.521628053,94.38708014,17.99549767,37.29254081,94.38708014,3.521628053,19.25124866,2,2,1,1,28.49630385,28.23109964,21.51120937,28.17613569,9.568030805,28.45453527,0,7.838133328,2,2,1,1,28.49630385,28.23109964,91.55038839,11.75040225,29.9,30,0
scenario624,-1.982119108,0.421274087,0,14.52505182,4.316336669,29.02451486,7.834120365,13.28706235,0.449803249,27.1845788,8.427805216,13.90605708,0.449803249,29.02451486,8.13096279,4,4,7.325724351,0,11.72645031,4.293685029,7.902110148,0,18.11042559,5.609730339,8.111839945,0,27.18065146,8.364683232,26.0446368,4.24739819,52.32657216,14.15407331,24.99114315,3.270261335,78.22579665,22.33495117,25.51788997,78.22579665,3.270261335,18.24451224,2,2,1,1,4.180152436,16.45278025,15.84877854,25.84615273,8.006975046,27.18065146,0,6.987206785,2,2,0,1,26.10747779,16.45278025,50.08935067,11.75040225,6,9,0
scenario625,-0.087777947,2.291739459,0,17.59160919,3.499221876,28.77190297,8.255316377,17.64772914,4.062859133,28.55080129,8.321437471,17.61966916,3.499221876,28.77190297,8.288376924,5.5,5,7.328780272,0,11.74359186,4.415827395,7.798382868,0,28.66469053,6.091975747,9.439644866,0,27.12576332,8.070127747,11.91270393,5.794553971,27.76380417,4.428387801,45.09573817,3.884086279,68.04126541,14.69656743,28.50422105,68.04126541,3.884086279,9.562477616,2,2,1,0,25.53090797,27.14014256,21.00274704,19.17590423,8.619013867,28.66469053,0,7.081051747,1,2,0,0,28.77190297,27.14014256,12.12706408,11.75040225,7.2,15,0
scenario626,-1.931796222,1.161362802,0,15.84541493,2.379941527,27.77909154,8.195844044,15.56754287,4.466441616,29.25061405,7.698448955,15.7064789,2.379941527,29.25061405,7.947146499,5.5,5,7.29547403,0,11.72670183,4.360795003,7.653874485,0,20.61134041,5.542599963,9.425036196,0,24.36997094,7.207842966,11.40882479,5.822299752,17.21459892,2.288743559,27.71456473,3.786398411,57.75293985,12.37132187,19.56169476,57.75293985,3.786398411,7.330032713,2,2,0,2,4.466441616,19.19254307,18.98943345,24.36997094,8.53945534,24.36997094,0,6.375221464,2,2,0,2,4.466441616,6.966396479,57.75293985,11.75040225,12,12,0
scenario627,-2.460727922,0.283553298,0,8.648756519,1.492471589,19.92947319,5.160111124,18.07424255,1.772586157,29.34586449,8.099521101,13.36149954,1.492471589,29.34586449,6.629816113,5,5,7.326931952,0,11.70155432,4.138931598,6.260483764,0,19.44882432,4.06388707,11.23517114,0,27.15927588,8.425132054,61.64103331,9.617493769,97.29338126,26.92747667,43.9108733,3.410965567,75.7566108,21.94801444,52.7759533,97.29338126,3.410965567,24.43774556,1,2,0,1,19.92947319,21.00576433,18.61910434,10.72170866,8.747827451,27.15927588,0,6.244509562,2,2,2,1,1.772586157,21.00576433,69.41359197,11.75040225,27,18.6,0
scenario628,-0.917141278,0.184376831,0,20.00281237,4.054234306,28.56646418,7.364521269,10.73639042,1.089453816,29.03560576,9.768737991,15.36960139,1.089453816,29.03560576,8.56662963,5.5,7,7.324711267,0,11.69355043,4.431746198,9.714269967,0,28.38783253,7.455379479,7.90797523,0,29.03558389,9.197571443,24.87033472,3.10934454,54.00047786,14.36558832,33.64569152,2.859021726,78.15293928,23.39265345,29.25801312,78.15293928,2.859021726,18.87912089,2,2,0,2,29.03560576,12.26730998,3.575823234,12.97966823,8.811122599,29.03558389,0,8.326475461,2,2,0,0,29.03560576,2.485235687,35.52703032,11.75040225,14.9,12.2,0
scenario629,-3.009598748,1.529024899,0,6.699680522,0.444369548,19.09125257,6.224162773,16.35947435,1.534769881,29.22169856,9.949647768,11.52957744,0.444369548,29.22169856,8.086905271,6.5,7,7.329239203,0,11.70119044,4.509885701,5.613606045,0,19.0183213,5.689110382,10.71219933,0,29.19047671,9.835855896,90.52042715,16.34757992,156.5528654,42.83219986,34.66109685,3.530642247,72.40991577,16.19971379,62.590762,156.5528654,3.530642247,29.51595682,1,2,0,1,17.26085439,29.22169856,23.72972154,9.407591831,8.162902689,29.19047671,0,7.762483139,2,2,2,1,19.45834557,29.22169856,35.91768687,11.75040225,3,18.2,0
scenario630,1.361906527,-1.486085629,0,15.80097137,3.149640322,29.92314631,8.669166724,15.64796468,2.784298794,28.8311705,7.841336538,15.72446803,2.784298794,29.92314631,8.255251631,7,6,7.303986407,0,11.31351802,3.585176599,8.022462903,0,29.91555083,6.615902004,10.5765977,0,28.83164163,8.981409732,16.95087799,2.894828345,52.25596865,12.49838561,39.78461659,3.799545595,84.80282336,19.14541888,28.36774729,84.80282336,2.894828345,15.82190224,2,1,0,0,5.89199382,12.00231728,4.907724962,28.83153826,9.299530301,29.91555083,0,7.798655868,1,2,1,2,29.92314631,22.22948733,11.68286874,11.75040225,23.8,15,0
scenario631,-2.594953017,0.801429327,0,10.15407632,0.777493186,15.81468244,4.219168909,13.00960868,0.904686156,22.6835856,6.497269133,11.5818425,0.777493186,22.6835856,5.358219021,6,4,7.25268413,0,11.64160807,4.393045349,7.606842763,0,15.79949128,4.61279175,8.873530338,0,22.68303329,7.298999218,32.20211449,7.750597196,55.52432859,15.9078525,32.02816358,3.827744687,76.60767564,19.42670596,32.11513904,76.60767564,3.827744687,17.66727923,2,2,0,0,0.904686156,18.0626584,16.3746576,17.79937803,8.240186551,22.68303329,0,5.955895484,2,2,0,0,17.80013371,18.0626584,60.95435594,11.75040225,9,12,0
scenario632,1.735921757,-0.312186552,0,11.93856875,3.250519466,28.44771041,9.006490662,14.18359051,2.641601547,28.40641748,8.479360391,13.06107963,2.641601547,28.44771041,8.742925527,6.5,8,7.188821084,0,11.49868294,3.051436695,7.658209636,0,28.26809543,6.10453558,8.770341367,0,25.94248793,6.283913457,22.82281164,6.046582607,57.38836795,14.04739485,27.76352742,3.324859054,53.13265027,11.46546676,25.29316953,57.38836795,3.324859054,12.75643081,1,2,0,1,27.59162726,17.8527942,16.97004331,6.515306675,8.214275501,28.26809543,0,6.194224519,1,2,2,1,28.44771041,17.8527942,7.809492496,11.75040225,22.1,15.3,0
scenario633,1.466813164,1.128738908,0,17.64736029,2.981054086,29.13768731,8.796790658,13.18707236,5.310256003,21.00524744,4.047921579,15.41721632,2.981054086,29.13768731,6.422356119,6.5,7,7.296468577,0,11.68177829,4.255842512,7.819016072,0,26.48547608,6.650873238,8.107829613,0,16.70227866,4.885417634,19.12187578,4.439684559,36.81753343,10.34869432,9.783581886,3.176184447,20.63509047,4.811766612,14.45272883,36.81753343,3.176184447,7.580230466,1,2,2,1,14.42933461,12.78844339,12.69773734,10.22122674,7.963422843,26.48547608,0,5.768145436,1,2,0,1,26.70560898,12.78844339,11.35162851,11.75040225,17.4,9.3,0
scenario634,-1.655233626,0.80002449,0,15.959698,8.534985595,24.34527399,4.952725719,22.04485151,14.32700287,28.69196639,5.319253248,19.00227476,8.534985595,28.69196639,5.135989484,5.5,4,7.327522025,0,11.724776,4.252749865,7.703933154,0,20.33673395,4.979808115,4.175270787,0,25.93493705,8.196222991,13.96945492,8.768518181,25.98166753,5.038920393,56.74933094,3.294592328,108.606787,37.19560893,35.35939293,108.606787,3.294592328,21.11726466,2,2,1,1,14.72049149,17.40920734,16.54834761,0,5.93960197,25.93493705,0,6.588015553,2,2,1,1,25.93485517,17.40920734,58.6605767,11.75040225,5.9,30,0
scenario635,1.119290156,0.811275833,2,13.54232167,1.558709245,25.71065972,8.624721851,14.11842308,2.854605809,29.80511489,9.028491222,13.83037238,1.558709245,29.80511489,8.826606537,7.5,6,7.350488243,0,11.68906692,4.493308501,7.787819709,0,22.82505046,7.149264881,5.262614253,0,18.22915975,6.02079575,24.034979,5.879149703,58.52709969,16.60430347,52.65925637,2.092474285,82.79709015,30.07438136,38.34711768,82.79709015,2.092474285,23.33934241,2,2,2,2,16.37453529,19.65867195,3.126045607,11.4930841,6.525216981,22.82505046,0,6.585030316,1,2,2,1,25.71065972,18.24854935,12.16330875,11.75040225,24,16,0
scenario636,1.408070752,0.375758464,0,17.22207478,2.90928543,29.90096383,9.988803238,15.99650683,0.653152388,28.18290592,8.354725306,16.6092908,0.653152388,29.90096383,9.171764272,5,4,7.330409432,0,11.46841374,3.898468739,4.746372026,0,29.89792495,7.977674518,5.050062827,0,22.31546422,7.522400706,48.36796768,8.885279314,96.29779061,31.48964718,43.27723896,3.647468452,89.83046057,29.83533921,45.82260332,96.29779061,3.647468452,30.66249319,1,2,0,1,25.57963014,10.78557492,0.195182817,0,4.898217426,29.89792495,0,7.750037612,1,2,2,0,22.13817423,21.72307163,20.65136501,11.75040225,12,30,0
scenario637,0.067207818,2.120155077,0,18.14770567,4.031693533,28.18936823,7.313079362,13.32350004,0.140414802,28.41552612,7.749387245,15.73560286,0.140414802,28.41552612,7.531233304,2.5,4,7.325523783,0,11.70990493,4.409903064,7.678812999,0,21.461708,5.498425133,7.923782043,0,19.22015465,5.941984497,11.53947637,8.768770572,20.65152767,2.742405237,17.34637908,3.574904379,40.64550512,11.56930187,14.44292773,40.64550512,3.574904379,7.155853555,2,2,2,2,19.22757207,28.41552612,3.246628939,10.91004709,7.801297521,21.461708,0,5.720204815,1,2,1,2,21.69129837,13.05759606,11.56690891,11.75040225,4,15.6,0
scenario638,-1.595012149,-0.51792085,0,12.57199931,0.614657627,23.29167875,8.242127137,18.45291049,0.65954392,28.73505078,8.216084893,15.5124549,0.614657627,28.73505078,8.229106015,7,7,7.320231549,0,11.63313653,4.221399412,7.676803269,0,22.81421009,7.491167926,11.2251321,0,28.73390191,8.939376541,32.11355768,8.222784241,61.67098615,17.98559349,24.86236835,2.578016824,88.90196926,16.69064846,28.48796301,88.90196926,2.578016824,17.33812097,2,2,0,0,23.25942494,0.65954392,0.659124303,23.23922115,9.450967683,28.73390191,0,8.215272233,2,2,2,1,28.73505078,18.27668244,32.82271875,11.75040225,8.9,30,0
scenario639,-0.019123885,-0.675409976,2,15.62914545,6.015575612,24.11696414,5.897856241,14.10221507,1.105159644,26.17315327,8.032088488,14.86568026,1.105159644,26.17315327,6.964972364,5,6,7.291789094,0,11.50972667,3.783009971,7.972826057,0,22.89138074,5.033101394,8.158258758,0,26.17271271,7.20435682,11.12291298,3.707365534,16.97588171,3.103253543,21.65818426,3.772535617,57.55350135,16.22465165,16.39054862,57.55350135,3.707365534,9.663952595,2,1,0,0,6.76569636,16.02572346,4.275558711,18.24580549,8.065542407,26.17271271,0,6.118729107,2,2,1,2,9.408738755,13.82459956,19.67568344,11.75040225,9,18,0
scenario640,-0.707428268,0.201814242,0,12.05888612,0.35072051,25.97171597,8.94699284,16.80761652,0.957352626,28.34336862,7.654445886,14.43325132,0.35072051,28.34336862,8.300719363,5.5,5,7.275766158,0,11.64210474,4.300990393,8.030689939,0,23.91625843,6.984032645,9.584115786,0,28.31337217,7.17792657,32.38887719,3.496452724,89.07473245,26.93008761,27.80027664,3.435868338,56.5229335,12.36561638,30.09457692,89.07473245,3.435868338,19.647852,1,2,1,1,23.40323144,28.34336862,23.01644647,7.356312413,8.807402862,28.31337217,0,7.080979608,2,2,2,1,21.77922835,28.34336862,34.04059418,11.75040225,3,21.2,0
scenario641,0.366002928,1.49797912,0,11.69637255,0.288023249,26.32320548,9.202524433,14.86269091,0.016775786,20.29576127,6.024501964,13.27953173,0.016775786,26.32320548,7.613513198,4,2,7.330028407,0,11.69195542,4.337435475,7.745236868,0,25.05542996,7.040808359,9.064352629,0,20.15336832,6.438804812,41.08083931,6.919005023,86.28387945,26.94034753,12.08429683,3.315885043,34.30602632,7.833633059,26.58256807,86.28387945,3.315885043,17.38699029,1,2,0,0,20.01033855,7.872499311,7.306104483,2.830112152,8.404794748,25.05542996,0,6.739806585,1,2,0,1,25.0652992,15.49707157,13.87796181,11.75040225,28.6,24.3,0
scenario642,-1.546565368,-0.775441712,0,15.0533901,2.465316961,29.75263549,8.82536705,19.17751169,4.320076939,29.37291488,8.03598875,17.1154509,2.465316961,29.75263549,8.4306779,5,6,7.332115146,0,11.728368,3.620732861,8.013374727,0,19.90834021,5.249991015,10.51744802,0,25.82604101,7.849857551,12.17631267,3.212694662,27.39358065,5.410041376,36.10472029,3.389416727,75.61806794,17.92636158,24.14051648,75.61806794,3.212694662,11.66820148,2,1,2,2,21.7577633,18.89789275,11.42155628,21.38090713,9.265411375,25.82604101,0,6.549924283,2,2,1,1,25.85687179,20.45953469,71.79291581,11.75040225,17.7,18,0
scenario643,0.314949338,0.759677953,0,14.51027289,2.231234727,29.43311237,9.598433558,12.21202984,2.966300451,25.10990854,7.918183114,13.36115137,2.231234727,29.43311237,8.758308336,5,5,7.328111114,0,11.72495623,4.393546805,7.999151984,0,27.92276167,7.502381283,8.917171925,0,25.10840579,8.001423961,26.47944106,3.439687845,58.94948594,19.93289345,22.36876137,2.702868858,62.77090131,17.31253206,24.42410122,62.77090131,2.702868858,18.62271275,2,2,1,2,9.341440278,4.936006818,1.878939429,22.39250852,8.458161955,27.92276167,0,7.751902622,1,2,2,0,26.51986562,22.27367811,29.98704114,11.75040225,18,6,0
scenario644,-1.419381898,0.665697805,0,10.37277891,1.273704759,23.37863491,8.631848513,12.96827606,1.497842679,27.28896284,8.8445726,11.67052749,1.273704759,27.28896284,8.738210556,6.5,7,7.29958687,0,11.62450804,4.247976237,7.595702288,0,23.31490244,7.066246966,8.322373387,0,27.28526552,8.862782592,43.24794918,11.38264276,69.60559629,18.65311773,28.52998955,3.603089935,59.10698463,17.55303322,35.88896937,69.60559629,3.603089935,18.10307548,1,2,1,1,22.93101052,27.28896284,27.25522945,11.09328768,7.959037838,27.28526552,0,7.964514779,2,2,2,1,25.85099858,2.608437604,20.52911873,11.75040225,6,15.9,0
scenario645,0.343423665,-0.426913578,0,14.67809285,0.060783636,29.72216166,10.90222246,17.62017079,0.466752785,29.67035734,10.1458013,16.14913182,0.060783636,29.72216166,10.52401188,6.5,6,7.325048222,0,11.11638224,3.293990658,7.684561251,0,29.48136299,7.610087317,11.51868644,0,27.84118535,9.335961525,16.95062359,7.417399972,42.65243521,7.892581968,43.49453712,3.872457565,103.4916527,21.6498163,30.22258035,103.4916527,3.872457565,14.77119913,2,2,0,2,21.6458461,23.26502513,19.8131382,18.24140887,9.601623844,29.48136299,0,8.473024421,1,2,0,2,29.6002323,23.26502513,10.55529389,11.75040225,19.7,30,0
scenario646,0.258140994,-0.625247657,2,11.48891557,0.175722937,23.93059067,7.675080043,14.7670974,6.697687076,29.31348335,6.839044538,13.12800649,0.175722937,29.31348335,7.25706229,7.5,7,7.317948325,0,11.63190154,3.570593058,7.189643389,0,20.07420888,4.867994285,7.856559763,0,27.10810719,5.31983013,35.88309556,9.633078434,82.01361962,23.25881126,12.29098079,2.623618463,26.10313171,5.742602596,24.08703817,82.01361962,2.623618463,14.50070693,1,2,2,2,17.02675375,16.55949451,8.168193973,5.752035769,7.523101576,27.10810719,0,5.093912208,2,2,0,2,29.31348335,6.991107331,10.70763256,11.75040225,18.6,24.6,0
scenario647,-0.03154803,-1.120926702,0,13.27189848,4.136043089,25.73329621,7.475814394,11.97938506,1.005006262,24.29012416,7.175198326,12.62564177,1.005006262,25.73329621,7.32550636,5.5,4,7.162720056,0,11.25535411,3.256281457,7.546884882,0,23.76704063,4.66497837,8.104847907,0,24.27740248,7.046960407,15.83736683,4.572537569,31.38686554,8.106882367,25.63030086,3.808386907,51.00662394,11.81255999,20.73383385,51.00662394,3.808386907,9.959721176,2,2,0,2,16.52980676,24.29012416,19.81804604,9.607155832,7.825866395,24.27740248,0,5.855969388,2,2,2,2,9.09694454,24.29012416,34.35146728,11.75040225,3,19.8,0
scenario648,-2.319188064,-0.218026017,0,14.78587687,0.74004994,26.75066498,7.583620443,20.94190323,9.098139742,29.97562768,8.652532136,17.86389005,0.74004994,29.97562768,8.11807629,6.5,6,7.172143164,0,11.71938081,4.279127112,8.219782586,0,24.2806121,6.740302159,13.36016609,0,29.97368144,8.62440406,11.38241557,3.875761265,20.96438145,3.329693127,74.16194109,3.023577004,158.224776,42.05804208,42.77217833,158.224776,3.023577004,22.6938676,2,2,2,1,9.098139742,27.08507931,13.79961596,8.810240476,10.78997434,29.97368144,0,7.682353109,2,2,0,1,29.97562768,10.47817626,99.51708594,11.75040225,11.9,30,0
scenario649,0.526583171,1.191434172,0,13.15134468,2.555505462,27.51277785,8.463053464,11.99377849,0.829802431,25.89257595,7.543568197,12.57256158,0.829802431,27.51277785,8.003310831,5,4,7.333478431,0,11.64327367,4.362595128,7.737179063,0,26.44873059,6.853209556,7.865958224,0,20.5568691,6.328275902,36.2240476,8.46976501,69.90696913,21.44823676,17.87646919,3.087613069,45.15542472,10.94237341,27.05025839,69.90696913,3.087613069,16.19530509,1,2,0,0,26.45336884,10.86539707,2.034866937,7.326784837,7.801568643,26.44873059,0,6.590742729,1,2,0,1,12.38889651,3.5331533,21.94410207,11.75040225,24,21.2,0
scenario650,-1.313648023,0.281707164,0,15.76457689,8.797197707,28.54311294,6.041387709,14.57192414,1.332253574,29.41252821,8.583311191,15.16825051,1.332253574,29.41252821,7.31234945,5.5,4,7.326836644,0,11.70739487,4.366400531,8.559019023,0,28.37883953,5.801186246,10.04095247,0,29.41181679,8.520484504,14.50251677,3.646050036,34.99801794,9.030884392,24.14747096,3.122874116,64.4660847,17.64644783,19.32499386,64.4660847,3.122874116,13.33866611,2,2,0,0,6.156259611,21.59086988,21.12846196,29.41181679,9.299985745,29.41181679,0,7.160835375,2,2,0,1,29.41252821,9.050678075,62.62648234,11.75040225,8.9,9,0
scenario651,0.072562246,-0.190231047,0,15.92476273,1.252825245,28.00726862,7.767622248,10.03552048,0.697958048,22.94182688,6.254276538,12.9801416,0.697958048,28.00726862,7.010949393,6.5,6,7.330820793,0,11.73068929,3.985650049,8.571468564,0,22.51148099,5.808346503,7.181403907,0,22.90760427,5.557500921,13.8511828,2.977871372,33.73245547,6.830124795,36.39710166,3.02681123,86.01351519,28.02588319,25.12414223,86.01351519,2.977871372,17.42800399,2,1,2,0,22.94182688,24.55735323,11.36463147,4.186300226,7.876436235,22.90760427,0,5.682923712,2,2,0,1,6.582837489,11.74247874,36.96426713,11.75040225,27,24.1,0
scenario652,-1.112457295,-0.216235017,0,16.95814814,7.328317162,26.86107097,6.487364696,16.18981234,1.296315407,28.62844656,8.546403251,16.57398024,1.296315407,28.62844656,7.516883974,7,6,7.330793518,0,11.67380357,3.965350419,7.699667845,0,23.89733697,5.652215345,9.865743729,0,28.52496593,7.484753651,17.331773,6.73534384,36.24203583,9.123080376,27.55719619,3.150084359,58.08338348,13.19420696,22.4444846,58.08338348,3.150084359,11.15864367,2,2,2,1,12.50773805,22.57602736,22.41203488,12.50128833,8.782705787,28.52496593,0,6.568484498,2,2,1,0,28.62844656,5.901526009,47.50919988,11.75040225,7.9,30,0
scenario653,-1.300277432,0.148561039,0,9.010736843,0.128544947,27.87927507,7.45651192,18.08496401,5.722089093,29.33245513,6.264499108,13.54785043,0.128544947,29.33245513,6.860505514,6,5,7.32310491,0,11.61106158,4.219473168,7.095656233,0,27.85290141,6.880093498,11.36050872,0,29.31433046,7.384247184,75.36276027,16.91225018,121.2295742,34.49213824,33.70524777,3.104061305,105.3967743,25.18820998,54.53400402,121.2295742,3.104061305,29.84017411,1,2,1,0,16.25709084,17.93330659,17.80910608,11.14253543,9.228082479,29.31433046,0,7.132170341,2,2,2,1,23.60302798,10.22750566,53.3216951,11.75040225,15,18.9,0
scenario654,-0.804177508,0.82659353,0,16.62706053,5.728517308,29.22697119,7.690518739,14.950864,1.418949554,26.36382656,8.421918578,15.78896226,1.418949554,29.22697119,8.056218658,7,7,7.25371501,0,11.65119685,4.226237172,7.600300541,0,23.47444243,5.510176323,9.187355722,0,25.88177414,8.132936511,27.15001659,6.186347079,62.56011101,18.88172528,20.06843584,3.803249508,37.92642174,8.908611881,23.60922621,62.56011101,3.803249508,13.89516858,1,2,1,2,18.38773472,21.61668253,18.40934181,11.15958465,8.393828132,25.88177414,0,6.821556417,2,2,2,2,25.88219495,21.61668253,9.003523479,11.75040225,14.5,18.6,0
