Row,collision
scenario0,-0.714807021203393
scenario1,-0.714807021203393
scenario2,-0.714807021203393
scenario3,-0.714807021203393
scenario4,-0.714807021203393
scenario5,-0.714807021203393
scenario6,-0.714807021203393
scenario7,-0.714807021203393
scenario8,-0.714807021203393
scenario9,1.39396189255196
scenario10,-0.714807021203393
scenario11,-0.714807021203393
scenario12,1.39396189255196
scenario13,1.40591610882597
scenario14,1.40591610882597
scenario15,1.39396189255196
scenario16,-0.714807021203393
scenario17,-0.714807021203393
scenario18,1.40591610882597
scenario19,1.40591610882597
scenario20,1.39396189255196
scenario21,1.39396189255196
scenario22,1.40591610882597
scenario23,-0.714807021203393
scenario24,-0.714807021203393
scenario25,1.39396189255196
scenario26,1.39396189255196
scenario27,1.39396189255196
scenario28,1.40591610882597
scenario29,-0.714807021203393
scenario30,1.40591610882597
scenario31,1.40591610882597
scenario32,-0.714807021203393
scenario33,1.39396189255196
scenario34,1.40591610882597
scenario35,-0.714807021203393
scenario36,1.40591610882597
scenario37,-0.714807021203393
scenario38,1.40591610882597
scenario39,1.40591610882597
scenario40,1.39396189255196
scenario41,1.40591610882597
scenario42,1.39396189255196
scenario43,1.39396189255196
scenario44,1.39396189255196
scenario45,1.40591610882597
scenario46,1.39396189255196
scenario47,1.39396189255196
scenario48,-0.714807021203393
scenario49,-0.714807021203393
scenario50,-0.714807021203393
scenario51,-0.714807021203393
scenario52,1.39396189255196
scenario53,-0.714807021203393
scenario54,1.40591610882597
scenario55,-0.714807021203393
scenario56,1.40591610882597
scenario57,1.40591610882597
scenario58,1.39396189255196
scenario59,-0.714807021203393
scenario60,-0.714807021203393
scenario61,-0.714807021203393
scenario62,-0.714807021203393
scenario63,-0.714807021203393
scenario64,-0.714807021203393
scenario65,-0.714807021203393
scenario66,-0.714807021203393
scenario67,-0.714807021203393
scenario68,-0.714807021203393
scenario69,-0.714807021203393
scenario70,-0.714807021203393
scenario71,1.40591610882597
scenario72,-0.714807021203393
scenario73,-0.714807021203393
scenario74,-0.714807021203393
scenario75,1.39396189255196
scenario76,1.39396189255196
scenario77,1.39396189255196
scenario78,-0.714807021203393
scenario79,1.40591610882597
scenario80,1.39396189255196
scenario81,-0.714807021203393
scenario82,1.40591610882597
scenario83,1.40591610882597
scenario84,-0.714807021203393
scenario85,1.39396189255196
scenario86,1.40591610882597
scenario87,1.39396189255196
scenario88,-0.714807021203393
scenario89,1.40591610882597
scenario90,1.40591610882597
scenario91,1.39396189255196
scenario92,-0.714807021203393
scenario93,-0.714807021203393
scenario94,-0.714807021203393
scenario95,-0.714807021203393
scenario96,-0.714807021203393
scenario97,1.39396189255196
scenario98,-0.714807021203393
scenario99,-0.714807021203393
scenario100,-0.714807021203393
scenario101,-0.714807021203393
scenario102,-0.714807021203393
scenario103,-0.714807021203393
scenario104,-0.714807021203393
scenario105,-0.714807021203393
scenario106,1.40591610882597
scenario107,-0.714807021203393
scenario108,-0.714807021203393
scenario109,-0.714807021203393
scenario110,-0.714807021203393
scenario111,-0.714807021203393
scenario112,-0.714807021203393
scenario113,-0.714807021203393
scenario114,-0.714807021203393
scenario115,-0.714807021203393
scenario116,-0.714807021203393
scenario117,-0.714807021203393
scenario118,-0.714807021203393
scenario119,-0.714807021203393
scenario120,-0.714807021203393
scenario121,-0.714807021203393
scenario122,-0.714807021203393
scenario123,-0.714807021203393
scenario124,-0.714807021203393
scenario125,-0.714807021203393
scenario126,1.40591610882597
scenario127,-0.714807021203393
scenario128,-0.714807021203393
scenario129,-0.714807021203393
scenario130,-0.714807021203393
scenario131,1.40591610882597
scenario132,-0.714807021203393
scenario133,1.40591610882597
scenario134,1.40591610882597
scenario135,1.40591610882597
scenario136,1.40591610882597
scenario137,-0.714807021203393
scenario138,1.40591610882597
scenario139,1.40591610882597
scenario140,1.40591610882597
scenario141,1.40591610882597
scenario142,1.40591610882597
scenario143,1.40591610882597
scenario144,1.40591610882597
scenario145,1.40591610882597
scenario146,1.40591610882597
scenario147,1.40591610882597
scenario148,1.39396189255196
scenario149,1.40591610882597
scenario150,-0.714807021203393
scenario151,1.39396189255196
scenario152,1.40591610882597
scenario153,1.40591610882597
scenario154,1.40591610882597
scenario155,1.40591610882597
scenario156,1.40591610882597
scenario157,1.39396189255196
scenario158,1.39396189255196
scenario159,1.40591610882597
scenario160,1.40591610882597
scenario161,1.40591610882597
scenario162,1.40591610882597
scenario163,-0.714807021203393
scenario164,1.40591610882597
scenario165,1.39396189255196
scenario166,1.40591610882597
scenario167,1.40591610882597
scenario168,-0.714807021203393
scenario169,1.40591610882597
scenario170,1.40591610882597
scenario171,1.40591610882597
scenario172,1.40591610882597
scenario173,1.39396189255196
scenario174,-0.714807021203393
scenario175,-0.714807021203393
scenario176,1.40591610882597
scenario177,-0.714807021203393
scenario178,1.40591610882597
scenario179,1.40591610882597
scenario180,-0.714807021203393
scenario181,-0.714807021203393
scenario182,1.40591610882597
scenario183,-0.714807021203393
scenario184,-0.714807021203393
scenario185,-0.714807021203393
scenario186,-0.714807021203393
scenario187,1.40591610882597
scenario188,1.40591610882597
scenario189,1.40591610882597
scenario190,1.39396189255196
scenario191,-0.714807021203393
scenario192,1.40591610882597
scenario193,1.40591610882597
scenario194,1.40591610882597
scenario195,-0.714807021203393
scenario196,1.40591610882597
scenario197,1.40591610882597
scenario198,1.40591610882597
scenario199,1.39396189255196
scenario200,1.40591610882597
scenario201,-0.714807021203393
scenario202,1.40591610882597
scenario203,1.40591610882597
scenario204,1.40591610882597
scenario205,1.40591610882597
scenario206,-0.714807021203393
